"Policy_ID","Customer_Segment","Product","Channel","Region","Issue_Date","Due_Date","Payment_Date","Month","Premium_TRY","Collected_TRY","Outstanding_TRY","Payment_Status","Days_Late","Aging_Bucket","Currency","Agent_ID","Risk_Score","Renewal_Flag"
"POL-00429","Bireysel","Kasko","Acente","Marmara","2025-11-21","2025-12-16","2026-01-03","2025-11","19930","19930","0","Paid Late","18","Not Applicable","TRY","AG-02","56","Yes"
"POL-00430","Bireysel","Kasko","Banka","Marmara","2025-07-10","2025-07-26","2025-07-28","2025-07","16900","16900","0","Paid Late","2","Not Applicable","TRY","AG-09","59","Yes"
"POL-00431","Bireysel","Kasko","Acente","Ege","2025-07-19","2025-08-03","2025-08-01","2025-07","24000","24000","0","Paid On Time","0","Not Applicable","TRY","AG-17","59","Yes"
"POL-00432","Bireysel","Kasko","Acente","Marmara","2025-04-20","2025-05-13","2025-05-30","2025-04","15930","15930","0","Paid Late","17","Not Applicable","TRY","AG-04","45","No"
"POL-00433","KOBİ","Konut","Çağrı Merkezi","Marmara","2025-02-01","2025-02-20","2025-02-15","2025-02","8200","8200","0","Paid On Time","0","Not Applicable","TRY","AG-10","46","Yes"
"POL-00434","Bireysel","Konut","Acente","Akdeniz","2025-11-22","2025-12-21","2025-12-16","2025-11","4290","4290","0","Paid On Time","0","Not Applicable","TRY","AG-13","37","No"
"POL-00435","Bireysel","Kasko","Çağrı Merkezi","Akdeniz","2025-05-10","2025-05-26","","2025-05","19250","0","19250","Cancelled","0","Not Applicable","TRY","AG-05","74","No"
"POL-00436","Bireysel","Sağlık","Acente","Ege","2025-01-05","2025-02-03","2025-02-01","2025-01","19330","19330","0","Paid On Time","0","Not Applicable","TRY","AG-15","64","Yes"
"POL-00437","Bireysel","Trafik","Acente","İç Anadolu","2025-03-24","2025-04-20","2025-04-19","2025-03","6550","6550","0","Paid On Time","0","Not Applicable","TRY","AG-10","52","Yes"
"POL-00438","Bireysel","Seyahat","Acente","İç Anadolu","2025-04-05","2025-05-03","2025-05-27","2025-04","2260","2260","0","Paid Late","24","Not Applicable","TRY","AG-18","24","No"
"POL-00439","KOBİ","Sağlık","Dijital","Marmara","2025-03-22","2025-04-13","2025-04-12","2025-03","38900","38900","0","Paid On Time","0","Not Applicable","TRY","AG-11","47","No"
"POL-00440","Bireysel","Kasko","Acente","Marmara","2025-11-21","2025-12-07","2025-12-02","2025-11","20600","20600","0","Paid On Time","0","Not Applicable","TRY","AG-17","59","No"
"POL-00441","Kurumsal","Konut","Acente","Karadeniz","2025-02-03","2025-02-20","2025-03-03","2025-02","16610","16610","0","Paid Late","11","Not Applicable","TRY","AG-02","43","Yes"
"POL-00442","Bireysel","Seyahat","Acente","Marmara","2025-08-20","2025-09-07","2025-09-05","2025-08","1590","1590","0","Paid On Time","0","Not Applicable","USD","AG-05","34","Yes"
"POL-00443","Kurumsal","Kasko","Acente","Akdeniz","2025-10-13","2025-11-12","2025-11-07","2025-10","67900","67900","0","Paid On Time","0","Not Applicable","TRY","AG-03","44","Yes"
"POL-00444","Kurumsal","Konut","Dijital","Marmara","2025-11-14","2025-12-12","2025-12-10","2025-11","17400","17400","0","Paid On Time","0","Not Applicable","TRY","AG-13","45","Yes"
"POL-00445","KOBİ","Trafik","Acente","Marmara","2025-02-01","2025-02-28","","2025-02","10420","5420","5000","Overdue","114","90+ Days","TRY","AG-10","51","Yes"
"POL-00446","Bireysel","Trafik","Acente","Marmara","2025-10-14","2025-11-05","2025-11-04","2025-10","5470","5470","0","Paid On Time","0","Not Applicable","TRY","AG-11","56","Yes"
"POL-00447","Bireysel","Sağlık","Çağrı Merkezi","Marmara","2025-02-02","2025-02-23","2025-02-24","2025-02","26570","26570","0","Paid Late","1","Not Applicable","TRY","AG-09","64","Yes"
"POL-00448","Bireysel","Trafik","Çağrı Merkezi","İç Anadolu","2025-09-11","2025-10-03","2025-09-30","2025-09","7570","7570","0","Paid On Time","0","Not Applicable","TRY","AG-11","40","No"
"POL-00449","Bireysel","Kasko","Banka","Marmara","2025-11-07","2025-11-21","","2025-11","13650","7650","6000","Overdue","28","1-30 Days","TRY","AG-05","57","Yes"
"POL-00450","Bireysel","Trafik","Dijital","Marmara","2025-09-03","2025-09-25","","2025-09","5890","0","5890","Cancelled","0","Not Applicable","TRY","AG-02","40","No"
"POL-00451","KOBİ","Sağlık","Banka","Marmara","2025-08-11","2025-08-31","2025-09-18","2025-08","56790","56790","0","Paid Late","18","Not Applicable","TRY","AG-18","63","Yes"
"POL-00452","Kurumsal","Trafik","Acente","Marmara","2025-07-07","2025-07-31","2025-08-02","2025-07","23450","23450","0","Paid Late","2","Not Applicable","TRY","AG-13","63","Yes"
"POL-00453","KOBİ","Kasko","Acente","İç Anadolu","2025-03-07","2025-03-25","2025-03-22","2025-03","34620","34620","0","Paid On Time","0","Not Applicable","TRY","AG-13","45","Yes"
"POL-00454","Bireysel","Sağlık","Dijital","İç Anadolu","2025-02-01","2025-02-26","2025-02-22","2025-02","30430","30430","0","Paid On Time","0","Not Applicable","TRY","AG-17","78","Yes"
"POL-00455","Kurumsal","Kasko","Çağrı Merkezi","Marmara","2025-06-17","2025-07-07","","2025-06","88710","54400","34310","Overdue","25","1-30 Days","TRY","AG-11","58","No"
"POL-00456","Bireysel","Seyahat","Dijital","Marmara","2025-06-02","2025-07-01","2025-06-30","2025-06","1790","1790","0","Paid On Time","0","Not Applicable","TRY","AG-12","42","No"
"POL-00457","KOBİ","Seyahat","Banka","İç Anadolu","2025-09-02","2025-09-29","2025-09-24","2025-09","4790","4790","0","Paid On Time","0","Not Applicable","TRY","AG-09","41","Yes"
"POL-00458","Bireysel","Trafik","Dijital","Akdeniz","2025-11-06","2025-12-04","2025-11-30","2025-11","9440","9440","0","Paid On Time","0","Not Applicable","TRY","AG-16","68","Yes"
"POL-00459","Bireysel","Sağlık","Acente","Marmara","2025-10-14","2025-11-05","2025-11-01","2025-10","20420","20420","0","Paid On Time","0","Not Applicable","TRY","AG-10","73","Yes"
"POL-00460","Bireysel","Seyahat","Acente","Ege","2025-01-01","2025-01-25","2025-01-20","2025-01","2590","2590","0","Paid On Time","0","Not Applicable","TRY","AG-07","34","Yes"
"POL-00461","Kurumsal","Kasko","Banka","Marmara","2025-09-19","2025-10-16","2025-10-13","2025-09","56910","56910","0","Paid On Time","0","Not Applicable","TRY","AG-12","68","Yes"
"POL-00462","Bireysel","Sağlık","Acente","Ege","2025-05-23","2025-06-17","2025-06-27","2025-05","18870","18870","0","Paid Late","10","Not Applicable","TRY","AG-14","47","Yes"
"POL-00463","Bireysel","Trafik","Çağrı Merkezi","Marmara","2025-07-23","2025-08-08","2025-08-03","2025-07","8900","8900","0","Paid On Time","0","Not Applicable","TRY","AG-16","54","Yes"
"POL-00464","Bireysel","Kasko","Acente","Ege","2025-07-09","2025-07-23","2025-07-20","2025-07","15830","15830","0","Paid On Time","0","Not Applicable","TRY","AG-02","46","Yes"
"POL-00465","Kurumsal","Konut","Acente","Akdeniz","2025-06-09","2025-07-07","2025-07-04","2025-06","13900","13900","0","Paid On Time","0","Not Applicable","TRY","AG-07","40","Yes"
"POL-00466","Bireysel","Kasko","Çağrı Merkezi","Marmara","2025-05-23","2025-06-19","","2025-05","23580","12170","11410","Overdue","80","61-90 Days","TRY","AG-17","68","No"
"POL-00467","Bireysel","Konut","Acente","Marmara","2025-06-15","2025-06-30","2025-06-26","2025-06","6200","6200","0","Paid On Time","0","Not Applicable","EUR","AG-16","36","Yes"
"POL-00468","KOBİ","Konut","Çağrı Merkezi","Marmara","2025-06-07","2025-06-29","","2025-06","9150","4180","4970","Overdue","100","90+ Days","TRY","AG-08","39","No"
"POL-00469","KOBİ","Kasko","Banka","Marmara","2025-01-13","2025-01-27","2025-01-23","2025-01","38680","38680","0","Paid On Time","0","Not Applicable","TRY","AG-02","45","Yes"
"POL-00470","Kurumsal","Kasko","Banka","Ege","2025-07-16","2025-08-04","2025-07-30","2025-07","62980","62980","0","Paid On Time","0","Not Applicable","TRY","AG-07","63","Yes"
"POL-00471","Bireysel","Kasko","Dijital","Akdeniz","2025-06-13","2025-07-01","2025-06-27","2025-06","16630","16630","0","Paid On Time","0","Not Applicable","TRY","AG-12","49","No"
"POL-00472","KOBİ","Kasko","Dijital","Marmara","2025-12-24","2026-01-23","2026-01-22","2025-12","29660","29660","0","Paid On Time","0","Not Applicable","TRY","AG-10","47","Yes"
"POL-00473","Bireysel","Kasko","Acente","Marmara","2025-01-19","2025-02-08","2025-02-07","2025-01","15430","15430","0","Paid On Time","0","Not Applicable","TRY","AG-15","73","Yes"
"POL-00474","Bireysel","Konut","Acente","İç Anadolu","2025-11-11","2025-11-30","2025-11-28","2025-11","6690","6690","0","Paid On Time","0","Not Applicable","TRY","AG-10","22","Yes"
"POL-00475","Bireysel","Trafik","Dijital","İç Anadolu","2025-07-11","2025-07-26","2025-07-25","2025-07","6650","6650","0","Paid On Time","0","Not Applicable","TRY","AG-09","49","Yes"
"POL-00476","Bireysel","Trafik","Çağrı Merkezi","Marmara","2025-01-02","2025-01-27","2025-01-25","2025-01","6330","6330","0","Paid On Time","0","Not Applicable","TRY","AG-06","67","Yes"
"POL-00477","Bireysel","Trafik","Banka","Marmara","2025-07-09","2025-07-31","2025-07-31","2025-07","8570","8570","0","Paid On Time","0","Not Applicable","TRY","AG-18","40","Yes"
"POL-00478","Bireysel","Trafik","Dijital","Marmara","2025-11-11","2025-12-03","2025-11-28","2025-11","7330","7330","0","Paid On Time","0","Not Applicable","TRY","AG-15","56","Yes"
"POL-00479","Kurumsal","Konut","Acente","Akdeniz","2025-04-04","2025-04-29","2025-04-28","2025-04","15110","15110","0","Paid On Time","0","Not Applicable","TRY","AG-16","24","Yes"
"POL-00480","Bireysel","Sağlık","Çağrı Merkezi","Marmara","2025-03-15","2025-04-11","2025-04-15","2025-03","21740","21740","0","Paid Late","4","Not Applicable","TRY","AG-12","67","Yes"
"POL-00481","KOBİ","Trafik","Banka","Akdeniz","2025-08-06","2025-08-25","2025-08-25","2025-08","10620","10620","0","Paid On Time","0","Not Applicable","TRY","AG-05","52","No"
"POL-00482","Bireysel","Kasko","Acente","İç Anadolu","2025-02-05","2025-02-21","2025-03-19","2025-02","15960","15960","0","Paid Late","26","Not Applicable","TRY","AG-16","51","No"
"POL-00483","KOBİ","Trafik","Dijital","Marmara","2025-12-12","2025-12-26","2025-12-23","2025-12","12840","12840","0","Paid On Time","0","Not Applicable","TRY","AG-14","44","Yes"
"POL-00484","Bireysel","Trafik","Banka","Ege","2025-06-16","2025-07-16","2025-07-11","2025-06","7850","7850","0","Paid On Time","0","Not Applicable","TRY","AG-07","60","No"
"POL-00485","Bireysel","Konut","Acente","İç Anadolu","2025-04-01","2025-04-23","2025-05-06","2025-04","3830","3830","0","Paid Late","13","Not Applicable","TRY","AG-14","38","Yes"
"POL-00486","KOBİ","Kasko","Acente","Karadeniz","2025-07-12","2025-07-30","2025-07-25","2025-07","32990","32990","0","Paid On Time","0","Not Applicable","TRY","AG-07","57","Yes"
"POL-00487","Kurumsal","Kasko","Dijital","İç Anadolu","2025-10-15","2025-11-12","2025-11-08","2025-10","50340","50340","0","Paid On Time","0","Not Applicable","TRY","AG-06","61","Yes"
"POL-00488","Bireysel","Trafik","Banka","Karadeniz","2025-04-05","2025-04-20","2025-04-20","2025-04","7990","7990","0","Paid On Time","0","Not Applicable","TRY","AG-04","69","Yes"
"POL-00489","Bireysel","Kasko","Dijital","Marmara","2025-08-19","2025-09-04","2025-09-03","2025-08","18060","18060","0","Paid On Time","0","Not Applicable","TRY","AG-10","71","Yes"
"POL-00490","KOBİ","Trafik","Acente","İç Anadolu","2025-12-14","2026-01-06","2026-01-09","2025-12","13470","13470","0","Paid Late","3","Not Applicable","TRY","AG-08","46","Yes"
"POL-00491","Bireysel","Sağlık","Banka","Ege","2025-07-09","2025-08-03","2025-07-31","2025-07","23180","23180","0","Paid On Time","0","Not Applicable","TRY","AG-17","58","No"
"POL-00492","Bireysel","Konut","Dijital","Marmara","2025-06-01","2025-06-17","2025-06-17","2025-06","4520","4520","0","Paid On Time","0","Not Applicable","TRY","AG-05","47","Yes"
"POL-00493","KOBİ","Kasko","Banka","Marmara","2025-12-06","2025-12-27","","2025-12","37660","21280","16380","Overdue","40","31-60 Days","TRY","AG-10","42","No"
"POL-00494","Kurumsal","Seyahat","Dijital","Ege","2025-08-23","2025-09-18","2025-09-17","2025-08","9100","9100","0","Paid On Time","0","Not Applicable","TRY","AG-09","36","Yes"
"POL-00495","KOBİ","Kasko","Acente","Akdeniz","2025-10-11","2025-10-26","","2025-10","37120","20320","16800","Overdue","17","1-30 Days","TRY","AG-14","46","No"
"POL-00496","KOBİ","Trafik","Dijital","Marmara","2025-07-14","2025-07-28","2025-07-28","2025-07","11780","11780","0","Paid On Time","0","Not Applicable","TRY","AG-08","71","Yes"
"POL-00497","KOBİ","Kasko","Dijital","Ege","2025-11-18","2025-12-04","2025-11-29","2025-11","40900","40900","0","Paid On Time","0","Not Applicable","TRY","AG-16","51","Yes"
"POL-00498","Bireysel","Sağlık","Banka","Marmara","2025-04-23","2025-05-23","","2025-04","32910","0","32910","Cancelled","0","Not Applicable","TRY","AG-04","54","No"
"POL-00499","Bireysel","Kasko","Dijital","İç Anadolu","2025-02-03","2025-02-22","2025-02-22","2025-02","18430","18430","0","Paid On Time","0","Not Applicable","TRY","AG-11","47","Yes"
"POL-00500","Bireysel","Konut","Acente","Marmara","2025-09-05","2025-09-25","2025-09-24","2025-09","3540","3540","0","Paid On Time","0","Not Applicable","TRY","AG-17","50","No"
"POL-00501","Bireysel","Sağlık","Acente","Marmara","2025-08-17","2025-09-01","2025-08-29","2025-08","21580","21580","0","Paid On Time","0","Not Applicable","TRY","AG-07","76","Yes"
"POL-00502","KOBİ","Kasko","Acente","Ege","2025-09-21","2025-10-20","2025-10-17","2025-09","24220","24220","0","Paid On Time","0","Not Applicable","TRY","AG-14","68","No"
"POL-00503","Bireysel","Sağlık","Acente","Marmara","2025-08-24","2025-09-15","2025-09-13","2025-08","27220","27220","0","Paid On Time","0","Not Applicable","TRY","AG-02","71","Yes"
"POL-00504","Bireysel","Sağlık","Banka","Ege","2025-10-16","2025-11-01","2025-10-29","2025-10","28750","28750","0","Paid On Time","0","Not Applicable","TRY","AG-18","56","Yes"
"POL-00505","KOBİ","Kasko","Acente","İç Anadolu","2025-08-15","2025-09-11","2025-09-07","2025-08","35110","35110","0","Paid On Time","0","Not Applicable","TRY","AG-05","53","Yes"
"POL-00506","Bireysel","Sağlık","Banka","İç Anadolu","2025-04-07","2025-04-21","2025-04-21","2025-04","21260","21260","0","Paid On Time","0","Not Applicable","TRY","AG-12","61","Yes"
"POL-00507","KOBİ","Sağlık","Banka","İç Anadolu","2025-02-24","2025-03-10","2025-03-09","2025-02","50970","50970","0","Paid On Time","0","Not Applicable","TRY","AG-14","59","Yes"
"POL-00508","Bireysel","Trafik","Dijital","Marmara","2025-06-16","2025-07-05","2025-07-05","2025-06","6760","6760","0","Paid On Time","0","Not Applicable","TRY","AG-16","53","Yes"
"POL-00509","Bireysel","Kasko","Acente","İç Anadolu","2025-02-01","2025-02-22","2025-02-19","2025-02","22950","22950","0","Paid On Time","0","Not Applicable","TRY","AG-16","64","Yes"
"POL-00510","Bireysel","Sağlık","Banka","Karadeniz","2025-09-18","2025-10-10","2025-10-07","2025-09","30960","30960","0","Paid On Time","0","Not Applicable","TRY","AG-01","46","No"
"POL-00511","Bireysel","Sağlık","Acente","Marmara","2025-02-06","2025-02-27","2025-02-27","2025-02","18130","18130","0","Paid On Time","0","Not Applicable","TRY","AG-13","55","Yes"
"POL-00512","Kurumsal","Konut","Acente","Karadeniz","2025-06-05","2025-06-27","2025-06-26","2025-06","16160","16160","0","Paid On Time","0","Not Applicable","TRY","AG-05","23","Yes"
"POL-00513","Bireysel","Seyahat","Acente","Marmara","2025-04-02","2025-04-24","2025-04-23","2025-04","1980","1980","0","Paid On Time","0","Not Applicable","TRY","AG-05","48","Yes"
"POL-00514","Bireysel","Trafik","Acente","Marmara","2025-07-14","2025-07-28","2025-07-26","2025-07","7830","7830","0","Paid On Time","0","Not Applicable","TRY","AG-04","47","Yes"
"POL-00515","KOBİ","Trafik","Acente","İç Anadolu","2025-04-07","2025-04-25","2025-04-23","2025-04","9630","9630","0","Paid On Time","0","Not Applicable","TRY","AG-15","39","Yes"
"POL-00516","Bireysel","Kasko","Acente","İç Anadolu","2025-04-04","2025-04-19","2025-04-20","2025-04","25240","25240","0","Paid Late","1","Not Applicable","TRY","AG-14","45","Yes"
"POL-00517","Bireysel","Sağlık","Acente","Marmara","2025-04-20","2025-05-15","2025-06-05","2025-04","29160","29160","0","Paid Late","21","Not Applicable","TRY","AG-11","55","Yes"
"POL-00518","Bireysel","Trafik","Acente","Marmara","2025-11-07","2025-12-06","2025-12-10","2025-11","9910","9910","0","Paid Late","4","Not Applicable","TRY","AG-15","48","Yes"
"POL-00519","KOBİ","Kasko","Dijital","Akdeniz","2025-04-13","2025-05-02","2025-04-29","2025-04","40740","40740","0","Paid On Time","0","Not Applicable","TRY","AG-08","59","Yes"
"POL-00520","Bireysel","Kasko","Acente","Ege","2025-03-06","2025-03-21","2025-03-16","2025-03","22830","22830","0","Paid On Time","0","Not Applicable","TRY","AG-15","72","Yes"
"POL-00521","Bireysel","Trafik","Çağrı Merkezi","Marmara","2025-05-04","2025-05-28","2025-06-03","2025-05","8260","8260","0","Paid Late","6","Not Applicable","TRY","AG-16","40","Yes"
"POL-00522","Bireysel","Trafik","Banka","Marmara","2025-01-24","2025-02-23","2025-03-10","2025-01","9520","9520","0","Paid Late","15","Not Applicable","TRY","AG-13","62","Yes"
"POL-00523","Bireysel","Seyahat","Acente","Karadeniz","2025-07-07","2025-08-02","2025-07-30","2025-07","2620","2620","0","Paid On Time","0","Not Applicable","TRY","AG-10","23","Yes"
"POL-00524","KOBİ","Trafik","Acente","Karadeniz","2025-09-07","2025-10-01","2025-09-30","2025-09","13440","13440","0","Paid On Time","0","Not Applicable","TRY","AG-08","46","Yes"
"POL-00525","Bireysel","Kasko","Acente","Marmara","2025-10-15","2025-11-11","2025-11-12","2025-10","22940","22940","0","Paid Late","1","Not Applicable","TRY","AG-11","72","Yes"
"POL-00526","Bireysel","Trafik","Dijital","Karadeniz","2025-06-03","2025-06-22","2025-07-05","2025-06","9300","9300","0","Paid Late","13","Not Applicable","USD","AG-10","69","No"
"POL-00527","KOBİ","Konut","Çağrı Merkezi","Karadeniz","2025-06-16","2025-07-04","2025-07-15","2025-06","11950","11950","0","Paid Late","11","Not Applicable","TRY","AG-03","37","Yes"
"POL-00528","Bireysel","Sağlık","Çağrı Merkezi","Marmara","2025-09-20","2025-10-15","2025-11-05","2025-09","26060","26060","0","Paid Late","21","Not Applicable","TRY","AG-11","47","Yes"
"POL-00529","Bireysel","Seyahat","Acente","Akdeniz","2025-05-03","2025-05-31","2025-05-31","2025-05","2220","2220","0","Paid On Time","0","Not Applicable","TRY","AG-11","25","Yes"
"POL-00530","Bireysel","Trafik","Banka","Marmara","2025-10-06","2025-11-03","2025-11-01","2025-10","8210","8210","0","Paid On Time","0","Not Applicable","TRY","AG-01","42","Yes"
"POL-00531","KOBİ","Sağlık","Banka","İç Anadolu","2025-12-13","2026-01-02","2025-12-29","2025-12","50480","50480","0","Paid On Time","0","Not Applicable","TRY","AG-17","76","Yes"
"POL-00532","Bireysel","Sağlık","Acente","Ege","2025-03-02","2025-03-22","2025-03-20","2025-03","20970","20970","0","Paid On Time","0","Not Applicable","TRY","AG-15","59","Yes"
